timestamp,bloomberg_ticker,company_name,previous_status,new_status,action_taken,triggering_module,triggering_reason,supporting_evidence_summary,source_document,source_url,evidence_confidence,analyst_override,override_reason,replacement_company_if_any
2026-05-21T16:59:04,GALE.SW,Galenica AG,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 25.0%  |  Worst dimension: none  |  Note: Main claim: ""aim to achieve net zero emissions by 2050"" (3695.ar.en.2025.pdf, p65). SBTi: Committed.",outputs/rag/greenwash_GALE.SW.json,,,N,,
2026-05-21T16:59:04,AZN.L,AstraZeneca PLC,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 6.2%  |  Worst dimension: none  |  Note: Pharma annual report. Strong climate disclosure — SBTi-verified Net-Zero-Standard targets, 98% near-",outputs/rag/greenwash_AZN.L.json,,,N,,
2026-05-21T16:59:04,EOAN.DE,E.ON SE,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 6.2%  |  Worst dimension: none  |  Note: Utility/grid annual report. Strong climate disclosure — SBTi-validated near-term 2030 targets, clima",outputs/rag/greenwash_EOAN.DE.json,,,N,,
2026-05-21T16:59:04,LLOY.L,Lloyds Banking Group plc,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 12.5%  |  Worst dimension: none  |  Note: Main claim: ""a real-economy transition to net zero"" (2025-lbg-sustainability-report.pdf, p21). SBTi:",outputs/rag/greenwash_LLOY.L.json,,,N,,
2026-05-21T16:59:04,UCB.BR,UCB S.A.,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 6.2%  |  Worst dimension: none  |  Note: Pharma integrated annual report. Strong climate disclosure — SBTi-Net-Zero-standard-aligned targets,",outputs/rag/greenwash_UCB.BR.json,,,N,,
2026-05-21T16:59:04,AGN.AS,Aegon Ltd.,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 12.5%  |  Worst dimension: none  |  Note: Main claim: ""the carbon footprint by 30% by 2030 and achieving net-zero"" (aegon-Integrated-annual-re",outputs/rag/greenwash_AGN.AS.json,,,N,,
2026-05-21T16:59:04,ALFA.ST,Alfa Laval AB,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 6.2%  |  Worst dimension: none  |  Note: Strong climate disclosure — near-dated net-zero (Scope 1+2 by 2027), explicit 2020 baseline, SBTi-ap",outputs/rag/greenwash_ALFA.ST.json,,,N,,
2026-05-21T16:59:04,SBMO.AS,SBM Offshore NV,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 25.0%  |  Worst dimension: none  |  Note: Offshore-energy contractor. Disclosure is structured (2016 base year, intermediary 2030 targets, ISA",outputs/rag/greenwash_SBMO.AS.json,,,N,,
2026-05-21T16:59:04,ZURN.SW,Zurich Insurance Group Ltd,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 6.2%  |  Worst dimension: none  |  Note: Insurer climate disclosure — net-zero-business ambition with a launched transition plan, quantified ",outputs/rag/greenwash_ZURN.SW.json,,,N,,
2026-05-21T16:59:04,SUBC.OL,Subsea 7 S.A.,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,Score: 37.5%  |  Worst dimension: none  |  Note: Offshore-energy contractor; assessed from the annual report (no standalone sustainability report). F,outputs/rag/greenwash_SUBC.OL.json,,,N,,
2026-05-21T16:59:04,LI.PA,Klepierre SA,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""the Group's 2030 net-zero commitment (scopes 1 and 2)"" (document-d-enregistrement-unive",outputs/rag/greenwash_LI.PA.json,,,N,,
2026-05-21T16:59:04,TEL2-B.ST,Tele2 AB Class B,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,Score: 6.2%  |  Worst dimension: none  |  Note: Telecom annual & sustainability report. Strong climate disclosure — science-based targets 1.5C-align,outputs/rag/greenwash_TEL2-B.ST.json,,,N,,
2026-05-21T16:59:04,SPSN.SW,Swiss Prime Site AG,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,Score: 31.2%  |  Worst dimension: none  |  Note: SOURCE LIMITATION: assessed from Swiss Prime's 16-page ESG summary booklet; the company's full discl,outputs/rag/greenwash_SPSN.SW.json,,,N,,
2026-05-21T16:59:04,MRL.MC,"MERLIN Properties SOCIMI, S.A.",INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""MERLIN launched its 'Pathway to Net Zero' strategy, a roadmap"" (EINF-Version-Ingles-202",outputs/rag/greenwash_MRL.MC.json,,,N,,
2026-05-21T16:59:04,ABBN.SW,ABB Ltd.,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 6.2%  |  Worst dimension: none  |  Note: CSRD/ESRS Sustainability Statement. Strong throughout — SBTi-validated Net-Zero-Standard targets, ex",outputs/rag/greenwash_ABBN.SW.json,,,N,,
2026-05-21T17:02:55,NHY.OL,Norsk Hydro ASA,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""Hydro's target is to be a net-zero company by 2050 or [earlier]"" (integrated-annual-rep",outputs/rag/greenwash_NHY.OL.json,,,N,,
2026-05-21T17:02:55,A5G.IR,AIB Group plc,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""Commitment to decarbonise our own operations by 2030 and our customer [lending portfoli",outputs/rag/greenwash_A5G.IR.json,,,N,,
2026-05-21T17:02:55,ORNBV.HE,Orion Oyj Class B,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""Orion has committed to reach net-zero emissions by 2050"" (orion-financial-statement-doc",outputs/rag/greenwash_ORNBV.HE.json,,,N,,
2026-05-21T17:02:55,SOBI.ST,Swedish Orphan Biovitrum AB,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""Net zero 2050 (long-term)"" (202603260876-1.pdf, p54). SBTi: Targets set, 1.5°C near-ter",outputs/rag/greenwash_SOBI.ST.json,,,N,,
2026-05-21T17:02:55,ITX.MC,"Industria de Diseno Textil, S.A.",INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""Achieve net-zero emissions, reducing at least 90% of our carbon [emissions]"" (Sustainab",outputs/rag/greenwash_ITX.MC.json,,,N,,
2026-05-21T17:02:55,GALE.SW,Galenica AG,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 25.0%  |  Worst dimension: none  |  Note: Main claim: ""aim to achieve net zero emissions by 2050"" (3695.ar.en.2025.pdf, p65.0). SBTi: Committe",outputs/rag/greenwash_GALE.SW.json,,,N,,
2026-05-21T17:02:55,AZN.L,AstraZeneca PLC,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""the aim of achieving science-based net zero ... to achieve net zero by 2045"" (AstraZene",outputs/rag/greenwash_AZN.L.json,,,N,,
2026-05-21T17:02:55,EOAN.DE,E.ON SE,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""reduce our own carbon emissions and aim to achieve climate neutrality by 2040"" (GB25-ge",outputs/rag/greenwash_EOAN.DE.json,,,N,,
2026-05-21T17:02:55,LLOY.L,Lloyds Banking Group plc,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 12.5%  |  Worst dimension: none  |  Note: Main claim: ""a real-economy transition to net zero"" (2025-lbg-sustainability-report.pdf, p21.0). SBT",outputs/rag/greenwash_LLOY.L.json,,,N,,
2026-05-21T17:02:55,UCB.BR,UCB S.A.,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""UCB is committed to net zero ... SBTi Net-Zero standard"" (iar_2025-web.pdf, p28). SBTi:",outputs/rag/greenwash_UCB.BR.json,,,N,,
2026-05-21T17:02:55,AGN.AS,Aegon Ltd.,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 12.5%  |  Worst dimension: none  |  Note: Main claim: ""the carbon footprint by 30% by 2030 and achieving net-zero"" (aegon-Integrated-annual-re",outputs/rag/greenwash_AGN.AS.json,,,N,,
2026-05-21T17:02:55,ALFA.ST,Alfa Laval AB,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""The ambition is to achieve net zero scope 1 and 2 GHG emissions by 2027"" (annual-and-su",outputs/rag/greenwash_ALFA.ST.json,,,N,,
2026-05-21T17:02:55,SBMO.AS,SBM Offshore NV,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 25.0%  |  Worst dimension: none  |  Note: Main claim: ""Including the use of certified climate projects to compensate any residual scope 1 and ",outputs/rag/greenwash_SBMO.AS.json,,,N,,
2026-05-21T17:02:55,ZURN.SW,Zurich Insurance Group Ltd,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 12.5%  |  Worst dimension: none  |  Note: Main claim: ""our climate transition plan towards our ambition to become a net-zero business by [2050",outputs/rag/greenwash_ZURN.SW.json,,,N,,
2026-05-21T17:02:55,SUBC.OL,Subsea 7 S.A.,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 37.5%  |  Worst dimension: none  |  Note: Main claim: ""Net-Zero Scope 1 and 2 GHG emissions by 2050 ... through its decarbonisation plan"" (ann",outputs/rag/greenwash_SUBC.OL.json,,,N,,
2026-05-21T17:02:55,LI.PA,Klepierre SA,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""the Group's 2030 net-zero commitment (scopes 1 and 2)"" (document-d-enregistrement-unive",outputs/rag/greenwash_LI.PA.json,,,N,,
2026-05-21T17:02:55,TEL2-B.ST,Tele2 AB Class B,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""aiming for net zero greenhouse gas [emissions] ... targeting net-zero by 2035"" (tele2-a",outputs/rag/greenwash_TEL2-B.ST.json,,,N,,
2026-05-21T17:02:55,SPSN.SW,Swiss Prime Site AG,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 31.2%  |  Worst dimension: none  |  Note: Main claim: ""net-zero operations in our property portfolio by 2040"" (SPS_ESG-Booklet_EN.pdf, p3). SB",outputs/rag/greenwash_SPSN.SW.json,,,N,,
2026-05-21T17:02:55,MRL.MC,"MERLIN Properties SOCIMI, S.A.",INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""MERLIN launched its 'Pathway to Net Zero' strategy, a roadmap"" (EINF-Version-Ingles-202",outputs/rag/greenwash_MRL.MC.json,,,N,,
2026-05-21T17:02:55,ABBN.SW,ABB Ltd.,INCLUDED,INCLUDED,NO_ACTION,09_greenwashing.ipynb,Greenwashing HIGH on 0/8 dimensions — below thresholds,"Score: 0.0%  |  Worst dimension: none  |  Note: Main claim: ""reaching net zero by 2050 ... aligned with the Corporate Net-Zero Standard of the Scien",outputs/rag/greenwash_ABBN.SW.json,,,N,,
